protein_annotation	label
DNA ligase I, ATP-dependent Dnl1 (LIG1)	2
peroxisome biogenesis factor 1-like isoform X5	2
Kelch repeat and BTB domain-containing protein 13-like	2
Cadherin repeat domain-containing protein	2
Phosphopantothenate--cysteine ligase isoform X1	2
Phage late control gene D protein	2
Prophage phiRv2 integrase	2
SECRETION ACTIVATOR protein	2
T4-like baseplate wedge	2
kelch-like protein 24	2
Phage head/tail component	2
Heat shock protein 60 family chaperone GroEL	2
Galactose oxidase, central domain containing protein, putative	2
Protein bps2	2
Rieske domain-containing protein	2
Tellurium resistance	2
core histone macro-H2A.1 isoform X3	2
Putative Ner-like DNA-binding prophage protein	2
Putative Cro repressor family protein	2
Peptidase S14 ClpP	2
LigB domain-containing protein	2
8-oxo-dGTP diphosphatase	2
RNA polymerase-binding transcription factor DksA	2
Phospholipid-binding domain-containing protein	2
DUF4183 domain-containing protein	1
Ribonuclease h domain	2
Putative DEAD-box ATP-dependent RNA helicase	2
Flp pilus assembly protein TadG	2
PIF1 helicase	2
Putative L-alanyl-D-glutamate peptidase	2
Nitrile-specifier protein 5	2
Uncharacterized ATPase YjoB	2
ExeA2	2
Enterobacterial exodeoxyribonuclease VIII	2
Molybdenum cofactor biosynthesis protein A	2
HAD hydrolase, family IA, variant 1	2
Cocosin 1	2
Dynein-like protein 11	2
Pilus assembly protein FimT	2
DNA polymerase III epsilon subunit, putative	2
EbsB family protein	2
Metal dependent phosphohydrolase HD domain	2
Phage-like element PBSX protein xkdE	2
acyl-CoA N-acyltransferase	2
NmrA family transcriptional regulator	2
Eaa protein	2
ATP-dependent Clp protease proteolytic subunit 2	2
Putative rmlC-like jelly roll protein	2
Transamidase GatB domain protein	2
Methyl-accepting chemotaxis sensory transducer with cache sensor	2
uncharacterized protein LOC115222736 isoform X1	0
Probable phage tail fiber protein	2
Hydroxymethylglutaryl-CoA reductase (NADPH)	2
Inositol-tetrakisphosphate 1-kinase	2
Cohesin domain protein	2
DNA topoisomerase IV subunit B	2
Putative phage tail component	2
Phage tail fiber domain protein	2
SIR2 family protein	2
Flotillin-like	2
Signal peptide peptidase SppA, 36K type	2
DUF3846 domain-containing protein	1
Phosphate starvation-inducible protein	2
Guanosine polyphosphate pyrophosphohydrolase/synthetases	2
Oxysterol-binding protein homolog 3	2
DNA recombination-dependent growth factor	2
C-C chemokine receptor type 2	2
Peptide-methionine (R)-S-oxide reductase	2
HTH_35 domain-containing protein	2
LytTR family transcriptional regulator	2
DNA/RNA-binding protein KIN17	2
PGF-pre-PGF domain-containing protein	2
Phage tail family protein	2
Periplasmic copper-binding protein (NosD)	2
F-box only protein 42	2
Mutator mutT protein (7,8-dihydro-8-oxoguanine-triphosphatase)	2
Prophage LambdaCh01 site-specific recombinase phage integrase family	2
Portal protein, putative	2
FAD-dependent thymidylate synthase	2
Domain of uncharacterized function (DUF955)	1
Yada domain-containing protein	2
Uncharacterized protein DUF4241	1
Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	2
Cupin protein	2
Putative zinc binding protein	2
FtsH protein	2
SepS25B protein	0
Periplasmic divalent cation tolerance protein cutA	2
Acm2 protein	2
Protein phosphatase 2A A subunit (ISS)	2
PRK domain-containing protein	2
Putative deaminase	2
SNF2 family N-terminal domain protein	2
Cation transporter ChaC-like protein	2
N-acyltransferase	2
Putative peptide chain release factor H	2
Unplaced genomic scaffold scaffold_53, whole genome shotgun sequence	0
Putative plasmid partitioning protein ParB	2
DUF4054 domain-containing protein	1
Interferon-induced GTP-binding protein Mx2	2
NADH:flavorubredoxin oxidoreductase	2
FtsH protease activity modulator HflK	2
Glucosamine 6-phosphate synthetase	2
Prophage LambdaBa02, DNA replication protein DnaC	2
Phage anti-repressor protein	2
ATP-dependent Clp protease ClpP	2
Putative chromatin-remodeling complex ATPase chain	2
Polyketide synthase, putative	2
Uncharacterized signaling protein CC_0091	2
5'-deoxynucleotidase YfbR-like HD superfamily hydrolase	2
Penicillin amidase superfamily	2
DNA polymerase III, epsilon subunit-like protein	2
Butyrophilin subfamily 3 member A2	2
Helicase swf/snf/swi type bacterial	2
5'-deoxynucleotidase GFB47_07375	2
Radical SAM domain protein	2
UDP-N-acetylglucosamine 4-epimerase	2
Acetyltransferase domain protein	2
DUF1367 family protein	1
RNA-binding protein Rrp4 and related protein (Containing S1 domain and KH domain)	2
cell division protein FtsZ homolog 1, chloroplastic-like	2
PrfB: peptide chain release factor	2
UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	2
Sulfate transporter	2
Ribonucleotide-diphosphate reductase small subunit, putative	2
Phosphoinositide 3-kinase adapter protein 1	2
Arylacetamide deacetylase-like protein	2
HTH_Tnp_Tc3_1 domain-containing protein	2
Prolyl 3-hydroxylase 1	2
Serine/threonine-protein kinase PknK	2
DgyrCDS8590	0
Gp3	0
dCTP deaminase related protein	2
Site-specific DNA-methyltransferase (cytosine-N(4)-specific)	2
Choline phosphatase	2
Peptidoglycan-binding lysin domain	2
Integral membrane protein, YjbE family	2
Cytochrome P450	2
Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component	2
GAF sensor-containing diguanylate cyclase/phosphodiesterase	2
Ketoacyl reductase	2
DnaB domain-containing protein helicase domain-containing protein	2
Putative monooxygenase	2
Guanosine-3'5'-bis 3'-pyrophosphohydrolase protein	2
Phytocyanin domain-containing protein	2
ABC-type multidrug transport system, ATPase and permease component	2
DUF3427 domain-containing protein	1
Putative DNA repair and recombination protein RecA	2
Putative C1q domain containing protein MgC1q58	2
Putative prophage MuMc02, baseplate assembly protein W	2
CAZy families GH16|CBM56 protein	2
RES domain-containing protein	2
Peroxisomal biogenesis factor 6	2
Ribonuclease R	2
Phosphatidylinositol N-acetylglucosaminyltransferase	2
Gene Transfer Agent FAD/FMN-containing dehydrogenase	2
Putative lysozyme subfamily protein 2	2
RecE protein	2
Proliferating cell nuclear antigen, PCNA	2
Putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin-like	2
Clamp loader large subunit	2
dUMP phosphatase	2
Ribonucleotide-diphosphate reductase subunit beta	2
NCHL1 protein	2
LAGLIDADG type 2 homing endonuclease	2
Glycosyltransferase KanE	2
AraC-type DNA-binding domain-containing protein	2
DNA helicase, phage-associated Type III restriction enzme	2
Thymidylate synthase, methanogen type	2
DOMON domain-containing protein	2
Kelch motif/Galactose oxidase, central domain containing protein, putative	2
AntA/AntB antirepressor family protein	2
DCD protein	2
Immunoglobulin-binding regulator (Modular protein)	2
CLUMA_CG001906, isoform A	0
Putative radical SAM domain-containing transcription regulator TrmB	2
Putative internal virion protein	1
lysyl oxidase homolog 4-like	2
CD83 antigen-like	2
Conserved protein with nucleoside triphosphate hydrolase domain	2
DUF1441 family protein	1
6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4	2
Cerebellin-1-like	2
Toxin-antitoxin system, HicB family	2
Trans-sialidase, putative	2
ATRN	2
ATP-dependent Clp protease adaptor protein	2
riboflavin biosynthesis protein VVA0006-like isoform X2	2
Lactose operon transcription activator family protein	2
Oligosaccharide repeat unit polymerase Wzy	2
DNA phosphorothioation-associated DGQHR protein 1	2
Putative aB1gp47	0
Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	2
Arm-DNA-bind_2 domain-containing protein	2
Calx-beta domain protein	2
DnaD and phage-associated domain protein	2
cDNA FLJ52974, highly similar to Neural cell adhesion molecule 1, 140 kDa isoform	2
Putative prophage repressor protein ( phage repressor protein cI)	2
Subtilisin	2
VirE N-terminal domain	2
ERLN2 protein	2
Putative phage tail protein	2
ADPrib_exo_Tox domain-containing protein	2
Oxalate oxidase 1	2
Head decoration protein	2
Putative is4eu-1 nv	0
dCTP pyrophosphatase 1	2
Late competence protein required for DNA binding and uptake	2
Peptidoglycan hydrolase	2
Bifunctional DNA-binding transcriptional repressor/ NMN adenylyltransferase	2
6-phosphofructokinase	2
Rossmann fold nucleotide-binding protein	2
Putative glutamine amidotransferase-like protein yvdE	2
procollagen-lysine,2-oxoglutarate 5-dioxygenase 3-like	2
Rad9-domain-containing protein	2
30 kDa surface antigen	1
Uncharacterized protein DUF4031	1
Sensor histidine kinase	2
Orf245	0
collagen alpha-5(VI) chain isoform X2	2
Uncharacterized Na(+)/H(+) antiporter C15A10.06	2
beta-scruin	2
BRO family, N-terminal domain	2
Modular domain immune-type receptor 2	2
Putative AdoMet-dependent methyltransferase	2
Putative anti-repressor protein	2
Ribonucleoside-diphosphate reductase small chain A isoform 1	2
Mechanosensitive ion channel	2
complement C1q tumor necrosis factor-related protein 4	2
UvrD protein	2
DUF4376 domain protein	1
Cell division cycle 48	2
Bacteriophage lambda gpz minor tail	2
Putative stringent starvation protein B (SspB)	2
Cytidine/deoxycytidylate deaminase-like protein	2
helicase-like transcription factor CHR28 isoform X7	2
Kelch repeat and K+ channel tetramerization domain containing protein	2
RF-1 domain protein	2
DNA polymerase III beta chain	2
RNA chaperone Hfq	2
6PF2K domain-containing protein	2
ClpS protein	2
collagen alpha-1(XXI) chain-like	2
Uncharacterized protein (Competence-and mitomycin-induced)	1
Gp23	0
Viral (Super1) RNA helicase family protein	2
Heteroyohimbine synthase THAS2	2
Phage major capsid E family protein	2
Unknown	0
Putative dcmp deaminase	2
Nucleoid-structuring protein H-NS	2
Werner helicase interacting protein-like protein	2
DUF4055 domain-containing protein	1
Bromo domain-containing protein	2
DUF4065 domain protein	1
AAA domain containing protein	2
DUF5051 domain-containing protein	1
Uncharacterized protein DUF2190	1
DnaJ heat shock protein family (Hsp40) member B13	2
anthrax toxin receptor 2 isoform X1	2
FIG006036: phage encoded DNA polymerase I	2
Dna polymerase i	2
Uncharacterized protein HI_1409	0
50S ribosomal protein L9	2
Prohead core protein serine protease	2
LytR family transcriptional regulator	2
NODE_11, whole genome shotgun sequence	0
erlin-2-B-like	2
SprT-like domain-containing protein	2
Diguanylate cyclase response regulator	2
Putative stomatin/prohibitin-family membrane protease subunit YbbK	2
Ferredoxin--NAD+ reductase	2
Mu phage major head subunit	2
TIGR04338 family metallohydrolase	2
Phage antitermination protein	2
PREDICTED: peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	2
Putative prophage LambdaBa04 major capsid protein	2
SCP-2 family sterol carrier protein	2
Chromosome segregation DNA-binding protein	2
Hydrolase isochorismatase family	2
Peptidoglycan DL-endopeptidase CwlO	2
FtsZ2	2
DNA ligase 3-like	2
Putative Cell wall hydrolyse	2
3Beta_HSD domain-containing protein	2
2-succinylbenzoate--CoA ligase	2
Pullulanase secretion envelope PulD	2
Mu-like prophage protein gpG	2
DNA polymerase family A	2
Mycolic acid cyclopropane synthetase family protein	2
Exonuclease VIII	2
Putative UDP-kanosamine synthase oxidoreductase subunit	2
Aminoacyl-tRNA editing protein	2
Chromosome 16 SCAF15002, whole genome shotgun sequence	0
FAD-dependent pyridine nucleotide-disulfide oxidoreductase	2
Protein NrdI	2
Putative kelch motif family protein	2
Calcineurin-like phosphoesterase domain-containing protein	2
Nicastrin	2
JAB domain-containing protein similar to deubiquitination enzymes	2
Mu-like prophage I family protein	0
Putative Xre family DNA-binding protein	2
rab9 effector protein with kelch motifs isoform X6	2
Putative helicase domain/type III restriction enzyme	2
Bacterial type II/III secretion system protein	2
Phage portal protein, lambda	2
uncharacterized protein LOC109475285	0
Kelch like family member 14	2
J380	0
HK97 family phage major capsid protein/HK97 family phage prohead protease	2
Prophage tail protein	2
Maltogenic Amylase, C-terminal domain	2
Sheath structural protein	2
ATP-dependent exoDNAse (Exonuclease V) beta subunit (Contains helicase and exonuclease domains)	2
Nucleotide pyrophosphohydrolase	2
Slipin family protein	2
Putative nuclear aaa atpase vcp subfamily protein	2
Ribonucleotide reductase small chain	2
Peptidase subunit of mitochondrial ATP-dependent protease hslUV	2
Related to ATP-dependent helicase FUN30	2
Partitioning protein	2
Hca operon transcriptional activator HcaR	2
kelch domain-containing protein 10 isoform X4	2
Phage related helicase	2
DUF1804 domain-containing protein	1
60 kDa chaperone protein	2
Superfamily I DNA/RNA helicase	2
Putative chromodomain-helicase-DNA-binding protein 1-like	2
Chaperonin homolog Hsp-60, mitochondrial (inferred by orthology to a C. elegans protein)	2
Bifunctional DNA primase/polymerase	2
Peptidylprolyl isomerase	2
gigaxonin isoform X3	2
Alpha-2C adrenergic receptor	2
YdaT_toxin domain-containing protein	2
uncharacterized protein LOC111082504	0
Snf2 family helicase-like protein	2
Glycoside hydrolase family 19	2
Peptidase M36 fungalysin	2
Highly reducing polyketide synthase srdA	2
Type IV methyl-directed restriction enzyme	2
Capsid decoration protein	2
Bacteriophage portal protein	2
Tail fiber repeat 2 protein	2
Cell cycle checkpoint control protein RAD9B-like	2
Putative prophage MuSo1, F protein	2
Gluconokinase	2
JmjC domain-containing protein	2
NADH pyrophosphatase	2
X-ray repair cross complementing 3	2
Enp1	2
Peptidoglycan/xylan/chitin deacetylase (PgdA/CDA1 family)	2
Phage T7 tail fibre protein	2
SPRY domain-containing protein	2
Putative transcriptional regulatory protein	2
Phage-related membrane protein	2
2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	2
Polypeptide N-acetylgalactosaminyltransferase	2
deoxycytidylate deaminase-like isoform X2	2
16 kDa heat shock protein A	2
Phage major tail protein TP901-1 family	2
Putative band 7 family protein	2
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 isoform X2	2
GL25124	0
Acetate operon repressor	2
D-amino acid dehydrogenase 2	2
Kappa-carrageenase	2
Prophage pi2 protein 39	0
LytTr DNA-binding domain	2
Putative CI repressor	2
Putative tail fiber protein GpH	2
Bacteriophage protein GP46	0
Chaperonin-like protein Hsp-60, mitochondrial	2
NAD(P)-dependent alcohol dehydrogenase	2
Caspase family protein	2
Probable replicative DNA helicase	2
probable helicase CHR10 isoform X3	2
Probable thymidylate kinase	2
DUF222 domain-containing protein	1
Mot1 helicase-like protein	2
RCC1 repeat-containing protein	2
Non-LTR retroelement reverse transcriptase-like	2
Intron-encoded endonuclease protein	2
GTP cyclohydrolase-2	2
DNA-directed RNA polymerase IV subunit 1	2
Putative phage-associated protein-like protein	0
lymphoid-specific helicase-like isoform X1	2
Extracellular protein	1
HaeIIM protein	2
Bacteriophage lambda NinG family protein	2
Leucine-zipper-like transcriptional regulator	2
Manganese and iron superoxide dismutase	2
Metallophosphoesterase (Modular protein)	2
5S rRNA maturation endonuclease (Ribonuclease M5)	2
Nicotinamide-nucleotide adenylyltransferase	2
CLUMA_CG000710, isoform A	0
Thioredoxin-like_fold domain-containing protein	2
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1	2
Tox-MPTase3 domain-containing protein	2
Transfer Agent portal protein	2
Nitrate reductase	2
Chromodomain Y-like protein	2
Virulence protein RhuM family protein	2
WEB family protein	2
DUF2591 family protein	1
Phage-related bacteriophage lysozyme	2
DNA primase, phage associated P4-type	2
DUF5011 domain-containing protein	1
Origin specific replication initiation factor	2
MedDCM-OCT-S30-C79-cds24	0
L-2-haloalkanoic acid dehalogenase	2
Lytic transglycosylase	2
Convicilin	2
probable peptide chain release factor C12orf65, mitochondrial isoform X1	2
Putative DNA primase	2
YjaB_1 protein	2
Serine protease, subtilisin family	2
Galactose oxidase, beta-propeller	2
